term,case,docket,circuit,issue_area,outcome,split,n_conservative,justice,is_majority
2009,Kucana v. Holder,08-911,7th Circuit,Unknown,1,9-0,4,Thomas,1
2009,Kucana v. Holder,08-911,7th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,Kucana v. Holder,08-911,7th Circuit,Unknown,1,9-0,4,Breyer,1
2009,Kucana v. Holder,08-911,7th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Kucana v. Holder,08-911,7th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Jr.,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Stevens,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Scalia,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Kennedy,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Thomas,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Ginsburg,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Breyer,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Jr.,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Sotomayor,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Jr.,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Stevens,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Scalia,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Kennedy,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Thomas,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Ginsburg,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Breyer,0
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Jr.,1
2009,Free Enterprise Fund v. Public Company Oversight Board,08-861,Other,Unknown,1,5-4,4,Sotomayor,0
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Stevens,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Scalia,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Kennedy,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Thomas,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Breyer,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Berghuis v. Smith,08-1402,6th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Stevens,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Scalia,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Kennedy,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Thomas,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Breyer,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Lewis v. Chicago,08-974,7th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Jr.,1
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Stevens,1
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Scalia,1
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Kennedy,1
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Thomas,0
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Ginsburg,0
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Breyer,1
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Jr.,0
2009,Carr v. United States,08-1301,7th Circuit,Unknown,1,6-3,4,Sotomayor,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Jr.,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Stevens,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Scalia,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Kennedy,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Thomas,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Breyer,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Jr.,1
2009,City of Ontario v. Quon,08-1332,9th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Jr.,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Stevens,0
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Scalia,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Kennedy,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Thomas,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Ginsburg,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Breyer,0
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Jr.,1
2009,Renico v. Lett,09-338,6th Circuit,Unknown,1,6-3,4,Sotomayor,0
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Stevens,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Scalia,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Kennedy,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Thomas,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Breyer,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Jr.,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Stevens,0
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Scalia,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Kennedy,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Thomas,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Ginsburg,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Breyer,0
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Jr.,1
2009,Skilling v. United States,08-1394,5th Circuit,Unknown,1,6-3,4,Sotomayor,0
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Jr.,1
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Stevens,1
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Scalia,1
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Kennedy,1
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Thomas,0
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Ginsburg,1
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Breyer,1
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Jr.,0
2009,Johnson v. United States,08-6925,11th Circuit,Unknown,1,7-2,4,Sotomayor,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Jr.,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Stevens,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Scalia,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Kennedy,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Thomas,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Breyer,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Jr.,1
2009,American Needle Inc. v. National Football League,08-661,7th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Jr.,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Stevens,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Scalia,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Kennedy,0
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Thomas,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Ginsburg,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Breyer,1
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Jr.,0
2009,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",08-1200,6th Circuit,Unknown,1,7-2,4,Sotomayor,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Stevens,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Scalia,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Kennedy,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Thomas,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Ginsburg,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Breyer,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Jr.,1
2009,Hertz Corp. v. Friend,08-1107,9th Circuit,Unknown,1,9-0,4,Sotomayor,1
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Jr.,0
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Stevens,1
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Scalia,0
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Kennedy,1
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Thomas,0
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Ginsburg,1
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Breyer,1
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Jr.,0
2009,Christian Legal Society Chapter v. Martinez,08-1371,9th Circuit,Unknown,0,5-4,4,Sotomayor,1
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Jr.,1
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Stevens,0
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Scalia,1
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Kennedy,1
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Souter,0
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Thomas,1
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Ginsburg,0
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Breyer,0
2008,14 Penn Plaza LLC v. Pyett,07-581,2nd Circuit,Unknown,1,5-4,5,Jr.,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Jr.,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Stevens,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Scalia,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Kennedy,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Souter,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Thomas,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Ginsburg,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Breyer,1
2008,"Pearson, et al. v. Callahan",07-751,10th Circuit,Unknown,1,9-0,5,Jr.,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Jr.,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Stevens,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Scalia,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Kennedy,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Souter,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Thomas,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Ginsburg,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Breyer,1
2008,Republic of Iraq v. Beaty,07-1090,Other,Unknown,1,9-0,5,Jr.,1
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Stevens,0
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Scalia,1
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Kennedy,1
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Souter,0
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Thomas,1
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Ginsburg,0
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Breyer,0
2008,"Winter v. Natural Resources Defense Council, Inc.",07-1239,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Jr.,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Stevens,0
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Scalia,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Kennedy,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Souter,0
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Thomas,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Ginsburg,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Breyer,1
2008,"Polar Tankers, Inc. v. City of Valdez",08-310,Other,Unknown,1,7-2,5,Jr.,1
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Jr.,0
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Stevens,1
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Scalia,0
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Kennedy,1
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Souter,1
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Thomas,0
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Ginsburg,1
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Breyer,1
2008,Caperton v. A. T. Massey Coal Co.,08-22,State Supreme Court,Unknown,1,5-4,5,Jr.,0
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Jr.,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Stevens,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Jr.,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Scalia,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Kennedy,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Souter,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Thomas,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Ginsburg,1
2008,Kansas v. Colorado,105-orig,Other,Unknown,1,9-0,5,Breyer,1
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Jr.,1
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Stevens,0
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Scalia,1
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Kennedy,1
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Souter,0
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Thomas,1
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Ginsburg,0
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Breyer,0
2008,Ashcroft v. Iqbal,07-1015,2nd Circuit,Unknown,1,5-4,5,Jr.,1
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Jr.,0
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Stevens,1
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Scalia,0
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Kennedy,1
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Souter,1
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Thomas,0
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Ginsburg,1
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Breyer,1
2008,Corley v. United States,07-10441,4th Circuit,Unknown,1,5-4,5,Jr.,0
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Jr.,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Stevens,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Scalia,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Kennedy,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Souter,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Thomas,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Ginsburg,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Breyer,1
2008,Flores-Figueroa v. United States,08-108,8th Circuit,Unknown,1,9-0,5,Jr.,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Jr.,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Stevens,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Scalia,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Kennedy,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Souter,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Thomas,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Ginsburg,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Breyer,1
2008,Fitzgerald v. Barnstable School Committee,07-1125,1st Circuit,Unknown,1,9-0,5,Jr.,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Jr.,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Stevens,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Scalia,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Kennedy,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Souter,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Thomas,1
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Ginsburg,0
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Breyer,0
2008,AT&T Corp. v. Hulteen,07-543,9th Circuit,Unknown,1,7-2,5,Jr.,1
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Jr.,1
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Stevens,0
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Scalia,1
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Kennedy,1
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Souter,0
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Thomas,1
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Ginsburg,0
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Breyer,1
2008,Carcieri v. Salazar,07-526,1st Circuit,Unknown,1,6-3,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Stevens,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Scalia,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Kennedy,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Souter,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Thomas,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Ginsburg,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Breyer,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Stevens,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Scalia,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Kennedy,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Souter,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Thomas,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Ginsburg,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Breyer,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Jr.,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Scalia,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Kennedy,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Thomas,1
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Breyer,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Stevens,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Souter,0
2008,Horne v. Flores,08-289,9th Circuit,Unknown,1,5-4,5,Ginsburg,0
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Jr.,1
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Stevens,0
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Scalia,1
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Kennedy,1
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Souter,1
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Thomas,1
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Ginsburg,0
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Breyer,1
2008,Kansas v. Ventris,07-1356,Other,Unknown,1,7-2,5,Jr.,1
2008,Moore v. United States,07-10689,8th Circuit,Unknown,1,9-0,5,Jr.,1
2008,Moore v. United States,07-10689,8th Circuit,Unknown,1,9-0,5,Stevens,1
